"comp","comp_name","div.lev","TopH","ENL","meanFrac","SSCI","can.open","Site","plot"
69,"AcAb","1",2,1.812213563,7.665160696,3.356535825,18.52,"IDENT",644
69,"AcAb","1",3,1.897265598,4.865412402,2.754487692,1.69,"IDENT",672
69,"AcAb","1",2,2.269010372,6.216540023,4.468782492,16.15,"IDENT",686
70,"DiCo|DrLa|PaTo|ShJo","4",47,11.78827996,2.383584448,8.434754848,-0.455,"Sabah",1
70,"DiCo|DrLa|PaTo|ShJo","4",47,18.52876062,2.06727177,7.742385853,8.94,"Sabah",3
71,"PaMa|PaTo|ShMr|ShOv","4",35.5,10.8166666,2.40709607,7.321545054,-0.17,"Sabah",5
71,"PaMa|PaTo|ShMr|ShOv","4",52,16.6074616,2.182235657,8.692979572,1.775,"Sabah",6
72,"HoSa|HoFe|ShMl|ShPa","4",38,12.16040813,2.302562249,7.983954837,-0.31,"Sabah",7
72,"HoSa|HoFe|ShMl|ShPa","4",48,6.055496485,2.654107262,5.800466304,-0.71,"Sabah",8
73,"HoSa|HoFe|ShAr|ShPa","4",55,9.802550327,2.472839856,7.911345582,-0.13,"Sabah",9
73,"HoSa|HoFe|ShAr|ShPa","4",51.5,14.36170531,2.154720869,7.555372275,0.28,"Sabah",10
74,"HoSa|HoFe|ShJo|ShBe","4",34.5,12.17480925,2.300120622,7.738038451,-0.335,"Sabah",11
74,"HoSa|HoFe|ShJo|ShBe","4",51,13.40926444,2.320017174,8.885894045,-0.2,"Sabah",12
75,"HoSa|HoFe|ShGi|ShMr","4",48,11.15637968,2.340971103,7.713519464,-0.27,"Sabah",13
75,"HoSa|HoFe|ShGi|ShMr","4",49.5,12.89561118,2.288482003,8.162796051,1.07,"Sabah",14
76,"HoSa|HoFe|ShJo|ShAr","4",41.5,13.42423886,1.974128077,5.825188654,31.915,"Sabah",15
76,"HoSa|HoFe|ShJo|ShAr","4",43,12.64873891,2.281169887,7.796297867,3.205,"Sabah",16
77,"HoSa|HoFe|ShJo|ShAr","4",49.5,13.93662526,2.296122701,8.832582506,-0.39,"Sabah",17
77,"HoSa|HoFe|ShJo|ShAr","4",41.5,9.644000963,2.390280568,7.270803426,-0.08,"Sabah",18
78,"DiCo|DrLa|PaMa|ShFa","4",40.5,11.72606659,2.360387719,8.164245968,0.9,"Sabah",19
78,"DiCo|DrLa|PaMa|ShFa","4",46.5,8.741976686,2.872194297,9.462004396,1.15,"Sabah",20
79,"PaMa|PaTo|ShBe|ShLe","4",43,11.40929756,2.333426948,7.833861634,-0.385,"Sabah",2
79,"PaMa|PaTo|ShBe|ShLe","4",49,7.631634577,2.589374406,6.629653689,-0.74,"Sabah",4
80,"DiCo|DrLa|PaTo|ShGi","4",46.5,12.82209073,2.086268158,6.403349775,1.725,"Sabah",21
80,"DiCo|DrLa|PaTo|ShGi","4",44,16.42121134,2.118313105,8.159705881,0.485,"Sabah",22
81,"DiCo|DrLa|PaMa|ShJo","4",41,11.32874172,2.401981246,8.323254914,-0.295,"Sabah",23
81,"DiCo|DrLa|PaMa|ShJo","4",42,10.16623032,2.457707253,8.047617637,2.24,"Sabah",24
82,"DiCo|DrLa|HoSa|ShMl","4",39,9.950287013,2.591681385,8.902411707,-0.565,"Sabah",25
82,"DiCo|DrLa|HoSa|ShMl","4",33.5,12.45542026,2.172756262,6.739316995,0.43,"Sabah",26
83,"DiCo|DrLa|HoFe|ShOv","4",46.5,13.55558462,2.295407718,7.99448017,-0.11,"Sabah",27
83,"DiCo|DrLa|HoFe|ShOv","4",46,14.91723901,2.248831285,8.471707151,0.53,"Sabah",28
84,"DiCo|DrLa|HoSa|ShOv","4",46,12.15535009,2.193133319,7.071984728,0.255,"Sabah",29
84,"DiCo|DrLa|HoSa|ShOv","4",60,12.21202831,2.463716765,9.548279912,-0.44,"Sabah",30
85,"DiCo|DrLa|HoFe|ShMl","4",41,10.98700669,2.427479235,8.025351325,7.755,"Sabah",31
85,"DiCo|DrLa|HoFe|ShMl","4",48,11.55901127,2.340374655,7.993088534,0.105,"Sabah",32
86,"ShAr","1",43.5,13.14948407,2.251123407,7.941935453,-0.02,"Sabah",33
86,"ShAr","1",51.5,11.7435291,2.435988434,7.848723081,0.24,"Sabah",34
87,"ShBe","1",42,11.34058675,2.367567265,8.037315514,-0.63,"Sabah",35
87,"ShBe","1",45.5,15.78132893,2.292736897,9.788777861,-0.29,"Sabah",36
88,"DiCo","1",47,12.33475499,2.371382443,8.73382402,0.595,"Sabah",37
88,"DiCo","1",45.5,9.524878891,2.591420105,8.532512958,0.21,"Sabah",38
89,"ShFa","1",53,17.60751324,2.034448992,7.671490517,0.3,"Sabah",39
89,"ShFa","1",53.5,9.480495748,2.49934958,7.827377583,2.735,"Sabah",40
90,"HoFe","1",35.5,9.230190545,2.477039882,7.272103097,-0.08,"Sabah",41
90,"HoFe","1",45,11.87986059,2.382054165,8.526855651,-0.635,"Sabah",42
91,"ShGi","1",48.5,8.770378707,2.448760379,7.012064477,-0.355,"Sabah",43
91,"ShGi","1",51,13.21474095,2.216181466,7.794263841,-0.295,"Sabah",44
92,"ShJo","1",41.5,10.76591483,2.465213542,8.476118053,-0.605,"Sabah",45
92,"ShJo","1",51,13.09513899,2.33401733,8.84814908,-0.45,"Sabah",46
93,"DrLa","1",35.5,7.997674092,2.590883473,7.095415811,-0.565,"Sabah",47
93,"DrLa","1",41.5,13.23417196,2.362109699,9.175082634,-0.61,"Sabah",48
94,"ShLe","1",36.5,13.12058876,2.374349547,8.000781603,4.07,"Sabah",49
94,"ShLe","1",46.5,12.00538756,2.376184199,8.686598696,-0.1,"Sabah",50
95,"ShMl","1",44,15.46294432,2.228530631,8.028207279,0.48,"Sabah",51
95,"ShMl","1",46,17.60821553,2.009714647,7.009015675,3.45,"Sabah",52
96,"ShMr","1",40.5,15.47044657,2.247227015,9.075278244,0.19,"Sabah",53
96,"ShMr","1",36.5,5.341201573,3.192554018,6.266135143,2.825,"Sabah",54
97,"PaMa","1",45.5,12.9294279,2.187905928,7.376948143,-0.255,"Sabah",55
97,"PaMa","1",49.5,16.99909144,2.201073981,8.048527834,-0.065,"Sabah",56
98,"ShOv","1",44.5,17.42599342,2.168852728,9.008503671,-0.265,"Sabah",57
98,"ShOv","1",45,19.63540404,2.037649126,7.078979272,0.365,"Sabah",58
99,"ShPa","1",39,15.76875213,2.175964593,8.500543609,0.055,"Sabah",59
99,"ShPa","1",48.5,11.7062141,2.366050387,8.328025652,-0.54,"Sabah",60
100,"HoSa","1",39.5,11.54967267,2.348859893,8.063611498,0,"Sabah",61
100,"HoSa","1",51,11.91935004,2.667872718,11.37906699,0.77,"Sabah",62
101,"PaTo","1",50.5,10.30935766,2.429136695,7.045763491,0.825,"Sabah",63
101,"PaTo","1",47,12.9541797,2.216422007,7.128434609,-0.26,"Sabah",64
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",44.5,12.54295503,2.306313664,8.021989587,-0.255,"Sabah",65
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42.5,12.45906999,2.297484392,7.801459851,-0.245,"Sabah",66
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",49,13.08744999,2.381956127,9.321872995,-0.52,"Sabah",67
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",46,16.42868482,2.219624871,8.7871365,-0.355,"Sabah",68
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",48,11.26562569,2.356422679,7.956944285,-0.1,"Sabah",69
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",51,9.967307964,2.476423394,7.784953051,3.175,"Sabah",70
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",51.5,17.01039755,2.130933726,8.484371435,-0.12,"Sabah",71
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42.5,16.74997089,2.10730161,7.236005562,-0.155,"Sabah",72
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42,14.86299423,2.263275958,9.051631778,0.275,"Sabah",73
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42.5,13.04104461,2.279991789,8.038959836,-0.215,"Sabah",74
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",43,17.75197996,2.135448912,8.867009785,0.23,"Sabah",75
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",39.5,13.60044564,2.310811104,8.823038321,-0.525,"Sabah",76
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",45.5,8.805908441,2.539057229,7.59360561,-0.195,"Sabah",77
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",49.5,15.59378453,2.241189765,8.501801124,0.105,"Sabah",78
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",38,11.43716813,2.384886772,8.269193173,-0.385,"Sabah",79
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42,14.36857757,2.188246116,7.924405753,4.76,"Sabah",80
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",47,15.18374401,2.067993188,6.875233697,2.03,"Sabah",81
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",45.5,14.10544603,2.354303894,9.13920132,0.22,"Sabah",82
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",44.5,11.69914474,2.322771085,7.830852283,1.92,"Sabah",83
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",42,11.6429516,2.417210922,8.19668798,-0.345,"Sabah",84
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",41,15.07620997,2.098308146,7.46354411,-0.095,"Sabah",85
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",53.5,15.19347357,2.146382862,7.772571172,3.055,"Sabah",86
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",36,15.83563885,2.07429247,7.504972549,-0.15,"Sabah",87
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",45,17.81232616,2.184968984,9.063131316,-0.04,"Sabah",88
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",41.75,11.07077244,2.358371778,7.564854043,-0.2625,"Sabah",89
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",43,12.05665016,2.444667498,7.989397593,0,"Sabah",90
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",45.5,14.82613056,2.216129182,7.945553388,7.44,"Sabah",91
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",45,13.47629542,2.29713348,7.899296177,0.2,"Sabah",92
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",39.5,8.169705183,2.491342112,6.797102594,-0.44,"Sabah",93
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",48,7.203317692,2.69604275,7.087416931,-0.3,"Sabah",94
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",46,11.68905564,2.491282138,9.433359445,-0.22,"Sabah",95
102,"DiCo|DrLa|HoSa|HoFe|PaMa|PaTo|ShJo|ShGi|ShAr|ShFa|ShMl|ShMr|ShOv|ShPa|ShBe|ShLe","16",40,12.06865466,2.183311166,6.992062882,0.12,"Sabah",96
103,"CePa","1",6,2.966443124,1.733020172,1.818303479,80.41804737,"MataDiv",429
103,"CePa","1",4,2.79601895,1.516919036,1.534846422,88.3129185,"MataDiv",430
103,"CePa","1",4,3.088019868,2.197810372,2.429988699,54.68603336,"MataDiv",431
104,"GuUl","1",2,1.677702543,2.178841772,1.496258183,100,"MataDiv",442
104,"GuUl","1",3,2.152488699,0.650174801,0.718893043,99.9921405,"MataDiv",443
104,"GuUl","1",2,1.722441996,2.358160934,1.594352028,100,"MataDiv",444
105,"HyCo","1",3,2.119475318,4.422518186,3.054968443,98.79749599,"MataDiv",445
105,"HyCo","1",2,1.657534247,0.358218689,0.59524703,100,"MataDiv",446
105,"HyCo","1",2,1.625358816,3.921510361,1.94203599,99.98035124,"MataDiv",447
106,"CaEs","1",2,1.680344875,3.935582959,2.036147081,99.99607025,"MataDiv",448
106,"CaEs","1",2,1.663540114,1.43928784,1.203618688,100,"MataDiv",449
107,"HaIm","1",4,2.556344955,2.614506704,2.464637482,84.53642713,"MataDiv",450
107,"HaIm","1",3,1.408235838,1.171762428,1.055762866,97.83077707,"MataDiv",451
107,"HaIm","1",3,1.696844004,0.040330643,0.183105597,98.75819847,"MataDiv",452
107,"HaIm","1",4,2.201889014,1.941859042,1.688475402,80.74814651,"MataDiv",453
107,"HaIm","1",3,2.287300829,2.507848192,2.139788486,100,"BrazilDry",739
107,"HaIm","1",5,3.935895671,2.997652174,4.500453913,16.52,"BrazilDry",767
107,"HaIm","1",3,2.55233995,3.670148944,3.381540423,41.81,"BrazilDry",796
108,"SyRo","1",3,2.305146032,2.865557393,2.408992562,62.68307803,"MataDiv",454
108,"SyRo","1",3,1.557926371,2.320817437,1.452476142,95.50043432,"MataDiv",455
108,"SyRo","1",3,2.266785092,2.684048331,2.243396084,100,"MataDiv",456
108,"SyRo","1",3,2.340495802,1.512134561,1.421402343,100,"MataDiv",457
109,"CaEs|CePa|HaIm","3",7,5.137404798,1.791574666,2.596755751,73.08513073,"MataDiv",458
109,"CaEs|CePa|HaIm","3",7,2.952980169,1.28722586,1.314424974,87.33048058,"MataDiv",459
109,"CaEs|CePa|HaIm","3",7,2.792949706,1.363110664,1.374601069,80.69705974,"MataDiv",460
109,"CaEs|CePa|HaIm","3",5,3.127834576,1.929749848,2.116257427,89.60187705,"MataDiv",461
109,"CaEs|CePa|HaIm","3",4,3.402500211,2.014930785,2.358140798,69.39509391,"MataDiv",462
110,"CaEs|CePa|GuUl","3",7,4.417566801,2.690649926,4.351020633,64.54971008,"MataDiv",463
110,"CaEs|CePa|GuUl","3",7,4.173317451,1.820785763,2.354153357,72.11841182,"MataDiv",464
110,"CaEs|CePa|GuUl","3",7,3.462950544,1.743836302,1.995167287,82.08426209,"MataDiv",465
110,"CaEs|CePa|GuUl","3",4,2.440813961,0.758626119,0.781528841,87.03181945,"MataDiv",466
110,"CaEs|CePa|GuUl","3",5,3.190295238,1.818158894,2.00079405,73.39558112,"MataDiv",467
111,"GuUl|SyRo|HaIm","3",4,2.707790297,2.37384463,2.365921791,100,"MataDiv",468
111,"GuUl|SyRo|HaIm","3",3,2.468158722,2.447533775,2.244944724,100,"MataDiv",469
111,"GuUl|SyRo|HaIm","3",3,2.41034542,2.548928529,2.277725078,98.89573978,"MataDiv",470
111,"GuUl|SyRo|HaIm","3",4,2.520040175,1.839971648,1.756945406,99.9921405,"MataDiv",471
112,"CePa|HyCo|SyRo","3",3,2.386520215,2.193474802,1.980293543,100,"MataDiv",432
112,"CePa|HyCo|SyRo","3",3,2.283439679,3.15471241,2.582156568,100,"MataDiv",433
112,"CePa|HyCo|SyRo","3",2,2.281328832,4.252685104,3.299856728,97.37099613,"MataDiv",434
113,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","6",5,3.586652101,2.201880892,2.740456126,74.87316775,"MataDiv",435
113,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","6",6,3.877784559,2.016219012,2.586598309,29.83035398,"MataDiv",436
113,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","6",5,3.607553501,2.542616085,3.311214752,95.14282692,"MataDiv",437
113,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","6",4,3.553789332,1.619188359,1.842434653,99.98428099,"MataDiv",438
114,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","20",6,3.445472731,2.238254737,2.709314693,77.39999808,"MataDiv",439
114,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","20",5,3.323084267,1.63150676,1.800099738,97.85828533,"MataDiv",440
114,"CaEs|CePa|GuUl|HyCo|SyRo|HaIm","20",6,3.184719776,1.892355684,2.093486281,97.81898782,"MataDiv",441
115,"TaRo|SwMa|CePe|EnCy","4",18,12.49290789,1.939677397,5.327990086,2.325,"UADY",474
115,"TaRo|SwMa|CePe|EnCy","4",17,10.24770033,1.891242557,4.433530239,2.875,"UADY",475
115,"TaRo|SwMa|CePe|EnCy","4",17.5,12.84679796,1.951566853,5.62599182,2.01,"UADY",476
116,"SwMa","1",14.5,9.298469122,1.822402994,3.85645776,4.71,"UADY",477
116,"SwMa","1",14,9.894012252,1.838402897,4.046815813,4.9,"UADY",478
116,"SwMa","1",15,10.28970661,1.840640342,4.162692322,2.425,"UADY",518
116,"SwMa","1",13.5,7.864794821,1.752157093,3.179359748,9.185,"UADY",519
116,"SwMa","1",14,10.46732093,1.810492658,4.046239212,7.675,"UADY",520
116,"SwMa","1",13.5,10.06827652,1.862945919,4.213680768,4.895,"UADY",521
116,"SwMa","1",12.33333333,8.145550047,1.887466456,3.789525289,7.016666667,"UADY",522
116,"SwMa","1",13.5,7.879353333,1.830005196,3.484562295,11.205,"UADY",523
116,"SwMa","1",15.5,9.094628724,1.897694225,4.143964648,3.945,"UADY",524
116,"SwMa","1",16,9.956548484,1.78955823,3.824779457,2.665,"UADY",525
116,"SwMa","1",14.5,9.040957498,1.805945552,3.683266543,2.54,"UADY",526
116,"SwMa","1",14,7.932429559,1.820052962,3.456036383,5.64,"UADY",527
117,"PiPi","1",14.5,11.49754854,1.554666952,2.9394966,36.065,"UADY",479
117,"PiPi","1",15,11.18357504,1.51755908,2.738033421,33.095,"UADY",480
118,"SwMa|CePe|PiPi|EnCy","4",16,12.87039036,1.807634317,4.538208407,2.905,"UADY",481
118,"SwMa|CePe|PiPi|EnCy","4",16,13.20300122,1.902280339,5.273951639,4.69,"UADY",482
119,"TaRo|SwMa|CoDo|EnCy","4",13.5,9.980299979,2.155518536,5.862357817,1.55,"UADY",483
119,"TaRo|SwMa|CoDo|EnCy","4",16,10.08420226,2.144431866,5.801365651,4.355,"UADY",484
119,"TaRo|SwMa|CoDo|EnCy","4",20.5,11.82962951,2.096055891,6.22274989,5.23,"UADY",485
120,"TaRo|SwMa|CoDo|PiPi","4",14.5,11.03247033,2.035310678,5.513368194,17.275,"UADY",486
120,"TaRo|SwMa|CoDo|PiPi","4",15,11.17118026,1.978108198,5.196025057,13.565,"UADY",487
120,"TaRo|SwMa|CoDo|PiPi","4",13.5,10.89026667,1.983802298,5.152925667,11.725,"UADY",488
121,"TaRo|CoDo|PiPi|EnCy","4",15.5,11.96802332,1.879595778,4.831980688,6.06,"UADY",489
121,"TaRo|CoDo|PiPi|EnCy","4",13.6,8.611398349,1.749066789,3.33544812,10.414,"UADY",490
123,"TaRo|SwMa|CePe|PiPi","4",14,9.492308641,1.758625606,3.609880381,16.27,"UADY",491
123,"TaRo|SwMa|CePe|PiPi","4",14.5,10.79170714,1.849858359,4.331358708,8.455,"UADY",492
124,"EnCy","1",19.5,10.35161178,1.787971497,3.901545585,11.415,"UADY",493
124,"EnCy","1",16,10.58791367,1.680741257,3.517742644,15.465,"UADY",494
125,"CePe","1",12,5.084550302,1.675200482,2.33551286,6.985,"UADY",495
125,"CePe","1",10,4.758517481,1.678835453,2.242191861,13.71,"UADY",496
126,"SwMa|CoDo|PiPi|EnCy","4",15,11.66853178,1.792295796,4.189432316,13.18,"UADY",497
126,"SwMa|CoDo|PiPi|EnCy","4",14,11.49073036,1.995617845,5.420378365,3.72,"UADY",498
126,"SwMa|CoDo|PiPi|EnCy","4",18,11.57159146,2.122094592,6.324236892,5.16,"UADY",499
127,"CePe|CoDo|PiPi|EnCy","4",15,10.50678221,1.883561713,4.437743728,7.91,"UADY",500
128,"TaRo|SwMa|CePe|CoDo","4",13,8.979853269,1.853238192,3.873509861,8.16,"UADY",501
128,"TaRo|SwMa|CePe|CoDo","4",13,9.419558204,1.972775002,4.61080098,15.43,"UADY",502
129,"SwMa|CePe|CoDo|EnCy","4",12,9.064221742,1.992623061,4.550451574,4.59,"UADY",503
129,"SwMa|CePe|CoDo|EnCy","4",12,8.20451701,1.932926874,4.001170258,11.34,"UADY",504
129,"SwMa|CePe|CoDo|EnCy","4",12.5,9.216192129,1.953617525,4.431945667,7.995,"UADY",505
129,"SwMa|CePe|CoDo|EnCy","4",13,9.09995908,1.865092672,3.960769641,7.93,"UADY",506
130,"TaRo|SwMa|PiPi|EnCy","4",14,10.9119262,2.004667955,5.252316461,2.835,"UADY",507
130,"TaRo|SwMa|PiPi|EnCy","4",15,12.19875646,1.98753564,5.574194193,7.845,"UADY",508
130,"TaRo|SwMa|PiPi|EnCy","4",17.5,11.24136158,2.228949155,6.95195214,2.95,"UADY",509
130,"TaRo|SwMa|PiPi|EnCy","4",16,10.95444478,1.983112986,5.133510591,2.46,"UADY",510
131,"SwMa|CePe|CoDo|PiPi","4",14.5,11.85651679,1.876621391,4.755037537,7.695,"UADY",511
131,"SwMa|CePe|CoDo|PiPi","4",14.5,9.315476581,1.879104889,4.112777917,8.295,"UADY",512
132,"TaRo|CePe|CoDo|PiPi","4",15.5,10.60288909,1.781871308,3.910500228,14.36,"UADY",513
133,"TaRo|CePe|PiPi|EnCy","4",17,13.73964125,2.000007999,6.143376236,2.905,"UADY",514
134,"TaRo|CePe|CoDo|EnCy","4",17,13.36913342,2.012229675,6.163777419,1.77,"UADY",515
135,"CoDo","1",10,5.842515233,2.295091513,4.331226513,44.615,"UADY",516
135,"CoDo","1",15.5,9.370038804,2.204682822,5.948567224,17.5,"UADY",517
136,"PaSp","1",NA,7.117150424,2.639281528,6.716899509,2.47876355,"EBee",119
136,"PaSp","1",NA,10.89212115,2.099507968,5.877998112,8.277987705,"EBee",143
136,"PaSp","1",NA,10.86373487,1.684765671,3.47051694,67.49483104,"EBee",159
136,"PaSp","1",NA,14.07216024,1.642211978,3.712253161,17.91539247,"EBee",169
137,"ArJi","1",NA,9.164946765,1.70495151,3.260855906,3.048920218,"EBee",123
137,"ArJi","1",NA,10.55957208,1.71907222,3.585881663,2.984876269,"EBee",133
137,"ArJi","1",NA,9.030604564,2.465397449,7.284403171,16.10000752,"EBee",138
137,"ArJi","1",NA,12.19417851,1.897197308,4.960756003,2.731756248,"EBee",146
138,"DuZi","1",NA,13.08176718,1.739130719,4.149033038,31.7973959,"EBee",130
138,"DuZi","1",NA,11.84054864,2.229823715,7.257065641,21.61580856,"EBee",132
138,"DuZi","1",NA,9.050735626,3.0953831,12.04947953,2.01059337,"EBee",149
138,"DuZi","1",NA,12.59861428,2.057591903,6.221897459,36.6805242,"EBee",161
139,"DyPo","1",NA,13.35603104,1.826420706,4.764978785,33.47030534,"EBee",129
139,"DyPo","1",NA,8.163616391,2.166428158,5.069416926,2.559486937,"EBee",156
139,"DyPo","1",NA,9.660921137,1.682181015,3.253115239,7.723364559,"EBee",160
139,"DyPo","1",NA,11.10785401,1.846768989,4.379543844,5.42096549,"EBee",170
140,"PeCa","1",NA,11.48123928,2.053269788,5.788839023,3.873979443,"EBee",124
140,"PeCa","1",NA,10.33804912,1.894893143,4.450318086,2.576548347,"EBee",131
140,"PeCa","1",NA,12.34741478,2.070152011,6.226654705,2.56343398,"EBee",148
140,"PeCa","1",NA,8.383104651,2.088069454,4.784621115,5.143653917,"EBee",163
141,"ShLe","1",NA,9.773465754,2.399040209,7.351239661,24.57532655,"EBee",122
141,"ShLe","1",NA,11.26811151,1.671938204,3.472435489,5.278235337,"EBee",126
141,"ShLe","1",NA,9.694388605,2.321709562,6.775633351,5.645182974,"EBee",135
141,"ShLe","1",NA,11.70643866,1.680196479,3.584405199,53.55502254,"EBee",167
142,"ArJi|PaSp","2",NA,9.320271396,1.771066655,3.581854246,4.446045971,"EBee",164
143,"DuZi|PaSp","2",NA,9.931116207,1.872072688,4.218556341,2.885181613,"EBee",157
144,"PaSp|PeCa","2",NA,9.913942989,1.873637687,4.222066039,2.699670611,"EBee",145
145,"DuZi|DyPo","2",NA,10.81623014,2.166930889,6.304681346,9.522197388,"EBee",121
146,"DyPo|PeCa","2",NA,10.23791962,1.903416115,4.469130128,3.760661124,"EBee",136
147,"ShLe|ArJi","2",NA,12.43379516,1.813697279,4.48426662,5.087504053,"EBee",140
148,"DuZi|PeCa","2",NA,10.09468341,1.723616267,3.520892236,2.991369791,"EBee",142
149,"ShLe|DyPo","2",NA,13.2385349,1.867802539,5.022080365,11.25520373,"EBee",144
150,"ShLe|DuZi","2",NA,9.923954415,2.177467239,5.964617382,3.982968748,"EBee",150
151,"ArJi|DyPo","2",NA,9.946654414,1.875614863,4.241070885,4.801916423,"EBee",152
152,"","2",NA,12.82462586,2.10430258,6.673714713,23.94443636,"EBee",165
153,"ShLe|DuZi|PaSp","3",NA,9.546143556,2.213792601,6.007258076,2.314261001,"EBee",120
