Zone,plotID,Site,comp,comp_name,div.lev,TopH,ENL,meanFrac,SSCI,can.open,plot,Clim.zone,SR.log2,FSI_mean,FSI_se,FENL_mean,FENL_se,FMFrac_mean,FMFrac_se,ref_n,SSCI_sc,meanFrac_sc,ENL_sc,FSI_sc,FMFrac_sc,FENL_sc,FSI_comp
BFref,246,BEF-China,307,CaHe,1,30,15.74457955,1.482265556,2.959081365,95.64,849,Humid,0,0.594408491,0.011832572,1.128425084,0.045022278,0.800428617,0.01557967,5,-1.390258036,-1.168520228,1.993790636,-1.983659742,-1.904263123,1.668103386,0.009704548
BFref,247,BEF-China,307,CaHe,1,20,11.04042418,2.366660364,7.916098636,9.86,959,Humid,0,1.061480716,0.014512689,0.949221008,0.043056961,1.031853116,0.015784689,5,0.890679355,-0.112577406,0.635685494,1.07250073,0.003069985,0.727679303,0.011347427
BFref,248,BEF-China,308,ScSu|CyMy|KoBi|LiGl|QuFa|RhCh|CaEy|CyGl|CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,16,14,8.726212321,2.277033654,5.945394295,1.84,877,Humid,4,0.919149387,0.013851256,0.83509296,0.041330666,1.012022836,0.016481513,5,-0.016126688,-0.219589206,-0.032435088,0.141194266,-0.16036539,0.128760083,0.009735007
BFref,249,BEF-China,308,ScSu|CyMy|KoBi|LiGl|QuFa|RhCh|CaEy|CyGl|CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,16,29,12.5823644,2.257755296,7.863476382,0.22,980,Humid,4,1.058684331,0.014360339,1.015900197,0.043260085,1.008047232,0.015633238,5,0.866465587,-0.24260703,1.080848712,1.054203344,-0.193131151,1.077597208,0.011782454
BFref,250,BEF-China,309,CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,32,15.21767964,2.237940052,8.962881795,-0.4,868,Humid,3,1.123040332,0.014097401,1.11017174,0.042995692,1.003953745,0.015817291,5,1.372349424,-0.266265881,1.841672898,1.475299384,-0.226868477,1.572313799,0.012808057
BFref,251,BEF-China,309,CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,24,17.96205468,2.000305961,7.407048903,0.92,977,Humid,3,1.028054295,0.014466416,1.190160825,0.041192119,0.94816757,0.015863377,5,0.656443623,-0.549994381,2.633983007,0.853784009,-0.686641836,1.992079151,0.012749753
BFref,252,BEF-China,310,CaSc|LiFo|NySi|SaMu,4,18,10.85504724,2.257274891,6.968962753,0.18,878,Humid,2,0.997314636,0.013983118,0.943676624,0.043730086,1.008225262,0.016413579,5,0.454861295,-0.24318062,0.582166561,0.652647384,-0.191663886,0.698583576,0.010947309
BFref,253,BEF-China,310,CaSc|LiFo|NySi|SaMu,4,20,9.239763623,2.011652877,4.731023872,1.06,967,Humid,2,0.807038092,0.013545377,0.863308588,0.042651352,0.951147292,0.016218758,5,-0.574910883,-0.536446479,0.115828863,-0.592375597,-0.662083839,0.276829576,0.009286013
BFref,254,BEF-China,311,CaHe|NySi,2,28,11.69351177,2.187795733,6.856275447,1.79,881,Humid,1,0.989584704,0.014193598,0.981186256,0.042199026,0.993264766,0.016161722,5,0.403009007,-0.326136804,0.824234031,0.602068664,-0.314963922,0.895425981,0.011163909
BFref,255,BEF-China,311,CaHe|NySi,2,32,11.95107429,2.116284989,6.422309757,0.65,956,Humid,1,0.958070559,0.013778222,0.989129629,0.042278587,0.975770836,0.015997162,5,0.20332268,-0.411518645,0.898593179,0.395864403,-0.459143783,0.93711108,0.010997922
BFref,256,BEF-China,312,CyMy,1,23,9.814283114,2.200788269,6.058896345,3.36,873,Humid,0,0.928436343,0.013716073,0.891464103,0.042424528,0.995781864,0.015783468,5,0.036100499,-0.310624077,0.281694532,0.201960948,-0.29421873,0.424583602,0.010176398
BFref,257,BEF-China,312,CyMy,1,23,7.319175459,2.414424316,5.780821709,0.73,962,Humid,0,0.904294903,0.014425169,0.750518741,0.040079126,1.042375206,0.015733813,5,-0.091853631,-0.055548574,-0.438651263,0.043997978,0.089789977,-0.315067053,0.009090869
BFref,258,BEF-China,313,CaSc,1,14,6.33012281,2.603303205,5.844885215,2.8,860,Humid,0,0.910901792,0.013882087,0.684024807,0.038325152,1.081120938,0.015659419,5,-0.06237525,0.16996757,-0.724194019,0.087228368,0.409120981,-0.664012784,0.008686999
BFref,259,BEF-China,313,CaSc,1,22,4.517625107,2.826523903,4.791625802,53.84,958,Humid,0,0.812968161,0.013711821,0.540251893,0.03400416,1.120399509,0.01572818,5,-0.547025322,0.43648688,-1.247468073,-0.553573799,0.732843492,-1.418501823,0.007186085
BFref,260,BEF-China,314,CaSc|ChAx|QuSe|SaSe,4,27,14.99458305,1.866310077,5.416763305,2.72,855,Humid,2,0.873140823,0.013517369,1.101448782,0.041550261,0.914509461,0.015590132,5,-0.259372601,-0.709981743,1.777264178,-0.159850294,-0.964042138,1.526537609,0.011259139
BFref,261,BEF-China,314,CaSc|ChAx|QuSe|SaSe,4,14,10.84183071,2.196833031,6.525941025,1.25,970,Humid,2,0.965411362,0.014076933,0.94024967,0.045195439,0.99521712,0.015718702,5,0.251007895,-0.315346521,0.578350905,0.443896958,-0.298873185,0.680599666,0.01072541
BFref,262,BEF-China,315,CaSc|QuSe,2,16,5.17445452,2.617189992,4.861944284,0.2,871,Humid,1,0.820232485,0.013732477,0.597621373,0.036426842,1.081957973,0.016316619,5,-0.514668756,0.186548008,-1.057839259,-0.506041661,0.41601958,-1.117439244,0.007597311
BFref,263,BEF-China,315,CaSc|QuSe,2,25,8.899199031,2.256892492,5.92599221,2.96,963,Humid,1,0.917326826,0.014301479,0.844123725,0.044033024,1.008322562,0.016131892,5,-0.025054424,-0.243637194,0.017506744,0.129268832,-0.190861966,0.17615158,0.009793651
BFref,264,BEF-China,316,ChAx,1,19.5,11.77035229,2.08642377,5.638338658,2.135,869,Humid,0,0.892762121,0.013767817,0.981535631,0.043000604,0.969051407,0.016007141,5,-0.157416227,-0.447172111,0.846418142,-0.031463651,-0.514523352,0.897259425,0.010816129
BFref,265,BEF-China,316,ChAx,1,21,10.93522088,1.969404705,5.058782065,1.4,969,Humid,0,0.839855878,0.013889035,0.945437858,0.042702545,0.940846316,0.015701952,5,-0.424095206,-0.586889622,0.605312955,-0.377641312,-0.746981471,0.707826155,0.01002683
BFref,266,BEF-China,317,ChAx|SaSe,2,8,3.751734249,2.585005733,3.510460704,85.84,856,Humid,1,0.668606789,0.012419238,0.473184447,0.032251707,1.076035204,0.015496063,5,-1.136544627,0.148120897,-1.468583285,-1.498163292,0.367205851,-1.770457215,0.00597273
BFref,267,BEF-China,317,ChAx|SaSe,2,31,19.1085735,1.621334954,4.160575194,3.54,974,Humid,1,0.746327856,0.013534197,1.221254235,0.040996597,0.844956585,0.015117621,5,-0.837398917,-1.002475232,2.964986764,-0.989616565,-1.537276621,2.155250614,0.011266734
BFref,268,BEF-China,319,ElCh,1,22,10.27182833,2.20067756,6.279898694,12,904,Humid,0,0.945803796,0.014049048,0.915325319,0.044109577,0.99613073,0.015630223,5,0.13779321,-0.310756261,0.413789342,0.315600168,-0.291343484,0.549802084,0.01045353
BFref,269,BEF-China,319,ElCh,1,24,9.53416734,2.100507142,5.330929298,28.44,942,Humid,0,0.865311718,0.013638397,0.878770929,0.044745047,0.972672363,0.015699722,5,-0.298868529,-0.430356956,0.200824185,-0.211077923,-0.484680494,0.357972585,0.009730652
BFref,270,BEF-China,320,ElCh|MaTh,2,16,6.475067174,2.884173071,7.232708333,1,906,Humid,1,1.016980218,0.014200252,0.693603877,0.038762343,1.130158394,0.015479857,5,0.576222009,0.505318384,-0.682348104,0.781323785,0.813273372,-0.613743903,0.009330217
BFref,271,BEF-China,320,ElCh|MaTh,2,16,6.462155648,2.076708391,3.910307927,39.78,938,Humid,1,0.717186142,0.013255009,0.691444919,0.037317388,0.967140672,0.015872946,5,-0.952557678,-0.458772003,-0.686075704,-1.18029747,-0.530271075,-0.625073648,0.007599969
BFref,272,BEF-China,321,ElGl,1,5,3.30812446,2.769742307,3.383188741,21.59,917,Humid,0,0.651921983,0.012467504,0.428612056,0.029732441,1.109853084,0.016414815,5,-1.195107945,0.368691232,-1.596654891,-1.607335801,0.645922939,-2.004363449,0.005631629
BFref,273,BEF-China,321,ElGl,1,25,7.358171897,2.378322348,5.635927923,1.91,947,Humid,0,0.89285492,0.014372601,0.75217643,0.03967717,1.034954575,0.016016583,5,-0.15852551,-0.098653321,-0.427392863,-0.030856447,0.028631305,-0.306367862,0.009026928
BFref,274,BEF-China,322,ElJa,1,4,2.703814626,2.336299147,2.325743604,100,907,Humid,0,0.498848875,0.010997169,0.361929894,0.025974293,1.025128525,0.015977558,5,-1.681684049,-0.148827855,-1.77112113,-2.60892818,-0.05235213,-2.354296956,0.004290148
BFref,275,BEF-China,322,ElJa,1,19,10.39119925,1.901436014,4.501102629,76.73,927,Humid,0,0.783525503,0.013644952,0.919733629,0.043200262,0.923345172,0.016003667,5,-0.680707561,-0.66804235,0.448252119,-0.746223849,-0.891220784,0.572935937,0.009519587
BFref,276,BEF-China,323,ElJa|PhBo,2,10,3.532153145,6.534802363,10.68434904,63.11,891,Humid,1,1.208029824,0.013476292,0.450101998,0.029771544,1.49252391,0.011964964,5,2.164470732,4.864068303,-1.531977072,2.031405083,3.799784086,-1.891588895,0.008683953
BFref,277,BEF-China,323,ElJa|PhBo,2,15,7.040193174,2.413175347,5.580512455,32.9,939,Humid,1,0.887290003,0.013839989,0.731997004,0.04029333,1.041856258,0.015597232,5,-0.184024556,-0.057039809,-0.519194367,-0.067268971,0.085512957,-0.41226511,0.008860796
BFref,278,BEF-China,324,IdPo,1,14,6.05965248,2.267966351,4.372537721,36.56,895,Humid,0,0.769976317,0.013765228,0.66411707,0.03870195,1.011442081,0.015496898,5,-0.739865819,-0.230415314,-0.802279693,-0.834879269,-0.165151804,-0.768484266,0.007736113
BFref,279,BEF-China,324,IdPo,1,23,9.286305962,1.970889594,4.535936447,22.68,944,Humid,0,0.7862924,0.013898876,0.864500017,0.041972487,0.940584469,0.015756911,5,-0.664679019,-0.585116706,0.12926579,-0.728119404,-0.749139542,0.283081936,0.009165136
BFref,280,BEF-China,325,IdPo|MaGr,2,26,10.53665651,1.680758724,3.396515863,4.51,943,Humid,1,0.654300262,0.01230141,0.92737033,0.043087436,0.8613515,0.01593301,5,-1.188975561,-0.931524902,0.490246109,-1.591774175,-1.402154523,0.613011686,0.008771381
BFref,281,BEF-China,326,KoBi,1,18,6.670384731,2.629003175,6.260775943,27.73,858,Humid,0,0.944959897,0.013742414,0.707033687,0.039787212,1.084433867,0.015400962,5,0.128994007,0.20065262,-0.625959282,0.310078343,0.436425179,-0.543267178,0.009014905
BFref,282,BEF-China,326,KoBi,1,21,5.032326505,3.295915314,6.870500495,70.37,979,Humid,0,0.99086551,0.014076079,0.584674062,0.036997566,1.194814649,0.015463606,5,0.409554565,0.996927179,-1.098872084,0.610449274,1.346151334,-1.185383925,0.008453286
BFref,283,BEF-China,327,KoBi|LiGl,2,19,9.671378866,1.998291959,4.811123628,7.95,876,Humid,1,0.815263939,0.013434432,0.888325533,0.04269567,0.947714948,0.01618509,5,-0.538053531,-0.552399044,0.240437605,-0.538551998,-0.690372213,0.408113069,0.009510413
BFref,284,BEF-China,327,KoBi|LiGl,2,22,10.46241944,2.125160697,5.870120954,9.82,964,Humid,1,0.912570921,0.014120951,0.924854397,0.04315267,0.978432682,0.015882189,5,-0.050763198,-0.400921296,0.468813623,0.098149859,-0.437205623,0.599808617,0.010319651
BFref,285,BEF-China,328,LiFo,1,16,8.132221167,2.1660857,5.05266425,23.33,857,Humid,0,0.83855084,0.013689418,0.802590442,0.042791702,0.988332143,0.015278528,5,-0.426910276,-0.35205798,-0.20392229,-0.386180474,-0.355617161,-0.041806072,0.009073087
BFref,286,BEF-China,328,LiFo,1,18,11.71591168,1.880555737,4.731556923,6.33,955,Humid,0,0.807027795,0.013500216,0.979744531,0.042911654,0.917869999,0.016219321,5,-0.574665603,-0.692972821,0.830700959,-0.592442968,-0.936345566,0.887860125,0.010062814
BFref,287,BEF-China,329,LiFo|SaMu,2,20,11.66322315,1.998242384,5.476768114,1.26,853,Humid,1,0.878490342,0.013911008,0.979095039,0.043846115,0.947563075,0.015755266,5,-0.231761801,-0.552458235,0.815489607,-0.124847168,-0.691623903,0.884451733,0.010480013
BFref,288,BEF-China,329,LiFo|SaMu,2,24,13.85761504,1.840110318,4.968562811,2.83,972,Humid,1,0.831161115,0.013522542,1.064921737,0.043993621,0.906697394,0.015171545,5,-0.465608974,-0.741263527,1.44901777,-0.434533135,-1.028426908,1.33485161,0.010765322
BFref,289,BEF-China,330,LiGl,1,24,12.12803704,1.802542007,4.35077966,18.33,850,Humid,0,0.767502164,0.013078766,0.997314085,0.04352055,0.896354199,0.0155438,5,-0.749877641,-0.786119046,0.949682907,-0.851068221,-1.1136725,0.98006133,0.009932987
BFref,290,BEF-China,330,LiGl,1,24,13.90600276,1.793063211,4.650984821,12.54,957,Humid,0,0.798314747,0.013849745,1.067394008,0.042456708,0.894584006,0.016398219,5,-0.611740302,-0.797436465,1.462987464,-0.649454439,-1.128261918,1.347825551,0.010603747
BFref,291,BEF-China,331,MeFl,1,20,8.633825645,2.146749431,5.190593158,5.26,886,Humid,0,0.851513465,0.014050036,0.829935602,0.042967291,0.984043316,0.01600823,5,-0.363443238,-0.375144948,-0.059107426,-0.301363049,-0.390964417,0.10169539,0.009329455
BFref,292,BEF-China,331,MeFl,1,20,7.868925681,2.778539903,8.233014962,0.95,945,Humid,0,1.081022642,0.014622535,0.784936515,0.040726137,1.112088321,0.016098041,5,1.036506222,0.379195317,-0.279936564,1.200368021,0.664345102,-0.13445005,0.010340399
BFref,293,BEF-China,332,MaGr,1,12,7.101996092,2.45470213,5.814926654,27.7,911,Humid,0,0.907822998,0.014117571,0.73662277,0.040186098,1.050980415,0.015633675,5,-0.076160475,-0.007457984,-0.501351661,0.067083112,0.160711601,-0.387990095,0.009018186
BFref,294,BEF-China,332,MaGr,1,17,8.641772023,2.830405483,9.428883571,35.78,934,Humid,0,1.148113169,0.01382182,0.829086915,0.042423001,1.121099234,0.016002377,5,1.586776934,0.441121378,-0.056813281,1.639356699,0.73861042,0.097241666,0.011036916
BFref,295,BEF-China,333,MaLe,1,20,5.999784725,2.046839785,3.715151742,52.995,898,Humid,0,0.693969763,0.01247996,0.659739228,0.03839557,0.959929831,0.016153999,5,-1.042357454,-0.494434289,-0.819563711,-1.332207553,-0.589700719,-0.791458231,0.007181445
BFref,296,BEF-China,333,MaLe,1,20,5.385196316,4.01565107,10.38761896,64.53,941,Humid,0,1.194106786,0.013769176,0.612870533,0.036841054,1.288741667,0.014166654,5,2.027932427,1.85627167,-0.996997408,1.940303459,2.120270372,-1.037414963,0.009774605
BFref,297,BEF-China,334,MaTh,1,13,6.21215901,1.930606187,3.325232072,100,909,Humid,0,0.644719297,0.012144699,0.67433481,0.038991966,0.930607465,0.015779318,5,-1.221776307,-0.633213974,-0.758250556,-1.654464619,-0.831367089,-0.714863781,0.007050888
BFref,298,BEF-China,334,MaTh,1,14,6.341154408,2.671843771,6.142511715,3.37,940,Humid,0,0.935825599,0.013699857,0.684267282,0.040016807,1.09319354,0.015307948,5,0.074575536,0.251803101,-0.72100916,0.250310542,0.508619842,-0.662740326,0.008816125
BFref,299,BEF-China,335,MaYu,1,9,4.423194755,3.301327421,5.904980766,6.7,889,Humid,0,0.915238633,0.014640313,0.532457022,0.03412901,1.196005313,0.014897524,5,-0.034722695,1.003389085,-1.274730426,0.115605312,1.355964442,-1.459407613,0.007708276
BFref,300,BEF-China,335,MaYu,1,13,4.126423954,3.314389736,5.465448875,37.47,928,Humid,0,0.877418001,0.013624285,0.506008154,0.03190789,1.198790447,0.01515934,5,-0.236970271,1.018985126,-1.360409133,-0.131863746,1.378918701,-1.598205529,0.007347509
BFref,301,BEF-China,336,MaYu|QuPh,2,19.5,11.77035229,2.08642377,5.638338658,2.135,870,Humid,1,0.892659253,0.013976996,0.983711596,0.044539294,0.969737333,0.01569784,5,-0.157416227,-0.447172111,0.846418142,-0.032136745,-0.508870148,0.908678421,0.010850058
BFref,302,BEF-China,336,MaYu|QuPh,2,14,5.659917449,3.066051751,6.973348995,5.96,922,Humid,1,0.998758135,0.013970934,0.634286165,0.038652052,1.16120598,0.015395846,5,0.456879594,0.722476473,-0.917684513,0.662092528,1.069158505,-0.925030377,0.008837478
BFref,303,BEF-China,337,NySi,1,18,8.243829523,2.481450245,6.80170172,1.51,885,Humid,0,0.985350046,0.014802123,0.808192749,0.042608838,1.056445442,0.016021912,5,0.377897282,0.024478522,-0.17170059,0.574360333,0.205752754,-0.01240638,0.00996116
BFref,304,BEF-China,337,NySi,1,26,14.72039727,1.87466956,5.41949081,-0.37,953,Humid,0,0.872473596,0.014071193,1.093301822,0.043517416,0.91571549,0.016215379,5,-0.258117558,-0.700000752,1.69810584,-0.164216118,-0.954102397,1.483784131,0.011194976
BFref,305,BEF-China,338,PhBo,1,9,3.849435704,4.332754106,7.216243343,100,918,Humid,0,1.015398109,0.014668675,0.480066417,0.031123954,1.324136317,0.014073409,5,0.568645757,2.234883882,-1.440376553,0.770971682,2.411982744,-1.734342133,0.007930319
BFref,306,BEF-China,338,PhBo,1,28,5.96262763,3.015325742,7.175574454,77.17,948,Humid,0,1.01271678,0.014768821,0.657801964,0.039719692,1.152707714,0.015342317,5,0.549932248,0.661911028,-0.830291087,0.753427138,0.999118279,-0.80162457,0.009078237
BFref,307,BEF-China,339,QuFa,1,16,8.304781243,2.255042548,5.592024232,0.28,852,Humid,0,0.888208973,0.014246771,0.809390415,0.040618197,1.008102236,0.016039331,5,-0.178727491,-0.245845976,-0.154103628,-0.061255946,-0.192677829,-0.00612129,0.009388009
BFref,308,BEF-China,339,QuFa,1,26,10.80362187,2.101612516,5.856485265,1.22,978,Humid,0,0.911520451,0.013772046,0.941045921,0.042383273,0.973112522,0.015467627,5,-0.057037567,-0.42903717,0.567319888,0.09127639,-0.481052829,0.68477822,0.010426339
BFref,309,BEF-China,340,QuPh,1,17,6.792544107,2.731302067,6.855013068,98.82,903,Humid,0,0.99001843,0.014173671,0.716593495,0.040301661,1.104268053,0.015890488,5,0.402428132,0.322794654,-0.590691468,0.604906638,0.599892742,-0.49309938,0.009354086
BFref,310,BEF-China,340,QuPh,1,21,9.780662481,2.678950936,9.460932149,3.63,946,Humid,0,1.14993119,0.013666236,0.891353692,0.043536978,1.094683751,0.015659554,5,1.601523867,0.260288858,0.271988144,1.651252426,0.520901729,0.42400419,0.011504538
BFref,311,BEF-China,341,QuSe,1,18,4.796317892,2.915509158,5.35305615,-0.12,859,Humid,0,0.866862599,0.013937923,0.564170377,0.033337338,1.135317755,0.015441536,5,-0.28868701,0.542732801,-1.167008548,-0.200930155,0.855795314,-1.292982811,0.007634061
BFref,312,BEF-China,341,QuSe,1,14,8.329551685,1.56141897,2.571724238,93.32,951,Humid,0,0.537688578,0.011128596,0.811795106,0.040990295,0.825811766,0.014972145,5,-1.568497753,-1.074013251,-0.14695232,-2.354791113,-1.695062629,0.006498003,0.007269946
BFref,313,BEF-China,342,RhCh,1,9,2.935825556,3.835194917,4.253363241,66.8,879,Humid,0,0.756460406,0.013079769,0.389709921,0.027521413,1.267248572,0.014637563,5,-0.794703136,1.640812038,-1.704138811,-0.923316974,1.943130568,-2.208513406,0.006081353
BFref,314,BEF-China,342,RhCh,1,24,15.45725439,2.843467986,17.48527069,77.7,965,Humid,0,1.428488827,0.011883216,1.116929725,0.041984201,1.122940611,0.015758046,5,5.293868036,0.456717644,1.910838917,3.473918795,0.753786509,1.607778238,0.014900394
BFref,315,BEF-China,343,ScSu|RhCh,2,20,12.89474976,1.754050451,4.206992419,12.71,872,Humid,1,0.752292018,0.013018168,1.028011707,0.042068749,0.883580122,0.016132278,5,-0.81604035,-0.844016616,1.171035394,-0.950591691,-1.218952715,1.141155786,0.010049913
BFref,316,BEF-China,343,ScSu|RhCh,2,23,13.47733867,1.789898901,4.545790052,20.25,954,Humid,1,0.78825586,0.013590537,1.051231095,0.041669652,0.893063173,0.01597184,5,-0.660144951,-0.801214563,1.33923073,-0.715272036,-1.140796175,1.263006089,0.010420164
BFref,317,BEF-China,344,SaMu,1,18,10.83247096,2.215008592,6.650795148,100,865,Humid,0,0.974632502,0.014335666,0.942808229,0.042927701,0.999246404,0.015420082,5,0.308458661,-0.293645407,0.575648715,0.50423299,-0.265665012,0.694026432,0.010811093
BFref,318,BEF-China,344,SaMu,1,37,15.68395603,1.837373978,5.336301036,0.87,976,Humid,0,0.865978442,0.014077149,1.125840016,0.043816514,0.906609242,0.015729085,5,-0.29639676,-0.744530641,1.976288426,-0.206715398,-1.029153437,1.654537508,0.011379712
BFref,319,BEF-China,345,SaSe,1,17,7.206253653,2.044031566,4.103904423,26.51,866,Humid,0,0.739683132,0.013369174,0.742776334,0.038773725,0.959361438,0.0155619,5,-0.863475583,-0.497787224,-0.47125216,-1.033094517,-0.594385244,-0.355697527,0.008079119
BFref,320,BEF-China,345,SaSe,1,28,12.30245118,2.057245462,6.113431138,12.57,981,Humid,0,0.932845736,0.014163072,1.002511045,0.042724084,0.963148727,0.015882231,5,0.061194309,-0.4820102,1.000036844,0.230812612,-0.563171516,1.007333845,0.010960088
BDref,321,BrazilDry,107,HaIm,1,3,2.287300829,2.507848192,2.139788486,100,739,Seasonal,0,0.617352265,0.016921995,0.635161651,0.013652664,0.965153899,0.014644745,10,-1.038634935,-0.317628605,-0.923313841,-1.210409099,-0.662282326,-0.916928189,0.006962743
BDref,322,BrazilDry,107,HaIm,1,5,3.935895671,2.997652174,4.500453913,16.52,767,Seasonal,0,0.967316556,0.019244623,0.889195221,0.015710225,1.053877752,0.013890656,10,0.163055018,-0.263649418,1.351060401,0.360656495,-0.331499804,1.290584705,0.010925004
BDref,323,BrazilDry,107,HaIm,1,3,2.55233995,3.670148944,3.381540423,41.81,796,Seasonal,0,0.826997592,0.018502031,0.683490218,0.014601374,1.15478628,0.013904033,10,-0.406524679,-0.189536445,-0.557670243,-0.269265763,0.044709935,-0.496960331,0.00945482
BDref,324,BrazilDry,163,CpLe,1,3,2.306276989,4.142046064,3.279186399,60.57,718,Seasonal,0,0.810511326,0.018195363,0.638610419,0.013733866,1.212636899,0.013300035,10,-0.458627701,-0.137530696,-0.897134644,-0.343276187,0.260390082,-0.886958925,0.009412094
BDref,325,BrazilDry,163,CpLe,1,5,3.124393321,2.978986352,3.467990296,65.25,759,Seasonal,0,0.838339933,0.018583995,0.77788858,0.015551747,1.050895432,0.014388973,10,-0.36251762,-0.265706497,0.231525149,-0.218347533,-0.342618565,0.323347009,0.009522388
BDref,326,BrazilDry,163,CpLe,1,3,2.414769565,2.685783956,2.389300192,99.99,809,Seasonal,0,0.664858647,0.017031201,0.658335928,0.014524033,0.998259894,0.014677598,10,-0.911621718,-0.298019071,-0.747460076,-0.997142646,-0.538855715,-0.715547269,0.007539413
BDref,327,BrazilDry,164,BaCh,1,2,1.668884025,6.292956308,2.565296454,100,719,Seasonal,0,0.696377392,0.017443921,0.507407602,0.011877165,1.40117997,0.011824874,10,-0.822031326,0.099511858,-1.77647146,-0.855648167,0.96332115,-2.027091353,0.009019792
BDref,328,BrazilDry,164,BaCh,1,2,1.989800113,50.95385205,14.94844973,84.34,807,Seasonal,0,1.514057799,0.014766264,0.576123043,0.013387022,1.899778515,0.002732709,10,5.481577272,5.021396824,-1.33374092,2.815096503,2.822208912,-1.42996467,0.015198452
BDref,329,BrazilDry,164,BaCh,1,2,1.806453297,14.56378823,4.87438946,99.95,831,Seasonal,0,1.006809023,0.018423603,0.537688664,0.012654854,1.688248743,0.007519682,10,0.353405834,1.011004622,-1.586683162,0.537946748,2.033578243,-1.763953554,0.012171221
BDref,330,BrazilDry,165,AmCe,1,4,2.495040777,4.122283267,3.651099257,76.97,726,Seasonal,0,0.864423376,0.02004824,0.674026554,0.015048094,1.209930888,0.013155944,10,-0.269306529,-0.139708669,-0.636719237,-0.101253301,0.250301463,-0.579198127,0.009905334
BDref,331,BrazilDry,165,AmCe,1,3,2.31594361,4.805837262,3.737329518,23.6,774,Seasonal,0,0.87496718,0.01788062,0.640307688,0.014372393,1.281974854,0.012853727,10,-0.225411262,-0.064377127,-0.883798733,-0.053919877,0.518897606,-0.872209916,0.010142717
BDref,332,BrazilDry,166,CoVi,1,4,3.374930933,3.388556948,4.412621375,26.3,727,Seasonal,0,0.958234107,0.019070659,0.813485808,0.014973341,1.115224192,0.014532522,10,0.118344117,-0.220569486,0.577162704,0.319883413,-0.102786448,0.632681479,0.010755698
BDref,333,BrazilDry,166,CoVi,1,5,3.500524606,3.616109707,5.005276438,20.83,776,Seasonal,0,1.021591797,0.019139467,0.832692055,0.015520431,1.146847847,0.013985158,10,0.420033474,-0.195491877,0.750429663,0.604309825,0.015113666,0.799580834,0.011416172
BDref,334,BrazilDry,166,CoVi,1,3,2.469757374,4.930278727,4.230959788,100,808,Seasonal,0,0.937050566,0.019022007,0.6693066,0.014205852,1.293712826,0.013211035,10,0.025869808,-0.050662969,-0.671599802,0.224785906,0.562659413,-0.620213809,0.010728124
BDref,335,BrazilDry,167,AnCo,1,4,2.954950606,2.661581166,2.888226184,33.4,733,Seasonal,0,0.751388376,0.018541745,0.751017276,0.015342397,0.995094614,0.01496087,10,-0.657644875,-0.300686356,-0.002235225,-0.608691927,-0.550656592,0.089839486,0.008565473
BDref,336,BrazilDry,167,AnCo,1,4,2.36322882,3.775778134,3.135033571,25.32,736,Seasonal,0,0.789608231,0.018939596,0.648702299,0.013823193,1.167621087,0.014118891,10,-0.532008284,-0.177895507,-0.818564837,-0.43711471,0.092560988,-0.799262029,0.009103141
BDref,337,BrazilDry,167,AnCo,1,5,3.922506003,2.938659849,4.363490791,24.17,762,Seasonal,0,0.952810235,0.019752186,0.887458019,0.016256344,1.044067146,0.014669885,10,0.093334335,-0.270150708,1.332588236,0.295534478,-0.368075956,1.275488688,0.010772216
BDref,338,BrazilDry,168,CyHa,1,5,3.193657866,4.069186923,5.101995993,24.63,737,Seasonal,0,1.029350041,0.019140628,0.787269528,0.014918526,1.203867295,0.013607962,10,0.469268286,-0.145560188,0.327081372,0.639138265,0.227695021,0.404866016,0.011494394
BDref,339,BrazilDry,168,CyHa,1,4,3.186700305,2.306550432,2.634322742,99.99,810,Seasonal,0,0.709137289,0.017908461,0.786779753,0.015524579,0.923898535,0.013956479,10,-0.786893693,-0.339812764,0.317482836,-0.798366221,-0.816091624,0.400609946,0.008149794
BDref,340,BrazilDry,170,MiTe,1,4,3.765960329,3.099495742,4.481809031,2.66,742,Seasonal,0,0.965160758,0.019066277,0.868116322,0.015704897,1.070540225,0.01380192,10,0.153563895,-0.252425677,1.116620407,0.350978654,-0.269378349,1.107412301,0.010885214
BDref,341,BrazilDry,170,MiTe,1,5,3.94833959,2.977728114,4.474907073,4.75,805,Seasonal,0,0.964877544,0.01951295,0.891044488,0.015423876,1.051455273,0.014204453,10,0.150050473,-0.265845162,1.368227826,0.349707243,-0.340531353,1.306654552,0.010915103
BDref,342,BrazilDry,170,MiTe,1,4,2.895533993,3.282144881,3.538043753,6.68,834,Seasonal,0,0.847909142,0.018195277,0.741452744,0.015230004,1.099326033,0.014583093,10,-0.326857109,-0.232296702,-0.084205404,-0.175389277,-0.16205837,0.006725164,0.009622454
BDref,343,BrazilDry,171,PoGa,1,4,3.364697022,3.402236396,4.417840337,16.14,745,Seasonal,0,0.958399825,0.019345523,0.812921502,0.015654013,1.116788741,0.013979117,10,0.121000815,-0.219061933,0.563044169,0.320627358,-0.096953455,0.627777745,0.010767794
